FEN,Movimientos
3rr1k1/Rpp2ppp/8/3qp3/1B6/2P4b/5QP1/5R1K b - - 3 23,e8e6 f2f7 g8h8 f7f8 d8f8 f1f8
2r3k1/p3Bp1p/bq2p1pQ/4P3/4p3/1Pp3R1/P1Pr1PPP/5RK1 w - - 4 26,e7f6 b6f2 f1f2 d2d1 f2f1 d1f1
r4rk1/1b3Rpp/1p6/p1n5/1N3Q2/P7/1qP3PP/5R1K b - - 0 25,f8f7 f4f7 g8h8 f7f8 a8f8 f1f8
4r1k1/p4ppp/1p6/8/2Q5/6Pn/PP1N1q1P/5R1K b - - 1 23,f2e3 c4f7 g8h8 f7f8 e8f8 f1f8
8/R4R1p/3r1pk1/8/5pP1/1r1B3P/1n6/6K1 b - - 1 31,b2d3 f7g7 g6h6 g7h7 h6g5 a7g7
r1bq3r/pp1n1k2/3bpn2/2p3N1/3P4/3B4/PPP1QPPP/R3K2R b KQ - 0 13,f7g8 e2e6 g8g7 e6f7 g7h6 f7g6
r4rk1/p5pp/2p1R3/2qp4/6n1/2N5/PPP2PPP/R2Q2K1 w - - 1 18,d1g4 c5f2 g1h1 f2f1 a1f1 f8f1
r4r1k/1b2N1p1/4R1Qp/5n2/P7/3B4/1PP2qPP/R6K w - - 5 24,a1f1 f5g3 g6g3 f2f1 d3f1 f8f1
r4rk1/pb3p1p/1p3B2/2p5/P7/1P1P3n/4K2P/R4R1B b - - 0 26,b7h1 f1g1 h3g1 a1g1 h1g2 g1g2
r1bq1r1k/5p1p/3p3R/1p5Q/4Pp2/N7/PPP3PP/6K1 b - - 1 21,c8g4 h6h7 h8g8 h7h8 g8g7 h5h6
5rk1/pp1R2pp/1q2p3/1P6/P1P1r3/3Q4/5PPP/4R1K1 w - - 0 26,d3e4 b6f2 g1h1 f2f1 e1f1 f8f1
1k1r4/ppp5/8/2b1p1p1/5p2/3R1P2/1P3P2/4K1BR b K - 0 29,d8d3 h1h8 c5f8 h8f8 d3d8 f8d8
6k1/2p3p1/bp4rp/p2Ppq2/P1P2n2/5P1P/1R3BPK/2R1Q3 w - - 7 37,f2e3 g6g2 b2g2 f5h3 h2g1 h3g2
2k1r1nr/ppp2ppp/q7/8/8/5P1P/PPPQNPP1/2KR3R b - - 2 14,a6e2 d2d7 c8b8 d7d8 e8d8 d1d8
rn3RQ1/ppp5/8/2b3pk/3p2b1/8/PPP3PP/RNB1q1K1 w - - 1 18,f8f1 d4d3 c1e3 c5e3 g1h1 e1f1
r2q1r2/1pp2pk1/1pn2n2/4p1Q1/8/P1Pb1PN1/BP4PP/R5K1 b - - 1 19,d3g6 g3f5 g7h8 g5h6 f6h7 h6g7
4r1k1/pp3p1p/2p2Ppq/8/6B1/6QP/b5PK/3R4 b - - 3 26,h6e3 g3e3 e8e3 d1d8 e3e8 d8e8
r6k/pp3pp1/1b2r3/6Q1/5P2/2N2P2/PP3q1P/R1BR3K w - - 3 25,g5g2 e6e1 d1e1 f2e1 g2f1 e1f1
r1b3kR/ppp1qrp1/2n1p3/3pP3/8/2PB2P1/PP3P2/RN1QK3 b Q - 3 18,g8h8 d1h5 h8g8 h5h7 g8f8 h7h8
8/1Q6/3pk3/P1p1p3/2P2p1b/3r3P/1P2R1P1/6K1 w - - 1 38,a5a6 d3d1 e2e1 d1e1 g1h2 h4g3
2kr3r/ppp2pp1/3P2pq/2b1P3/5p2/1QP2N2/PP4PP/1R3R1K w - - 0 18,b3f7 h6h2 f3h2 h8h2 h1h2 d8h8
Q2R4/2p2p1k/1p4pp/6n1/8/6PP/P4q1K/8 w - - 0 34,a8g2 g5f3 h2h1 f2e1 g2f1 e1f1
6k1/5pp1/5r1p/1P1p4/P2Q4/4P3/4q1PP/R5K1 w - - 1 31,d4d5 e2f2 g1h1 f2f1 a1f1 f6f1
rnbk1b1r/pp1p1Bpp/8/3N4/3pP3/2P5/Pq2p1PP/1N2Q1KR b - - 1 17,d4c3 e1h4 g7g5 h4g5 f8e7 g5e7
5rk1/5Npp/R7/1p2p3/3nP3/7P/P1r3P1/5RK1 b - - 0 23,f8f7 a6a8 c2c8 a8c8 f7f8 f1f8
7k/p7/1p4pq/8/8/5RP1/PPPr2P1/5RK1 b - - 3 27,h6g5 f3f8 h8g7 f1f7 g7h6 f8h8
7k/p3b1p1/1p2q2p/2p1P2P/4Q3/2P1N1K1/PP1r1P2/4R3 w - - 4 33,f2f4 e7h4 g3h4 d2h2 h4g3 e6h3
3r2k1/2N3p1/p2qp2p/2p5/4PP2/6QP/PPP3P1/2K2R2 w - - 2 22,c7e6 d6d2 c1b1 d2d1 f1d1 d8d1
4r1k1/pQp2p1p/6p1/8/2P2P2/2N5/PP3qPP/1R5K w - - 0 23,b7f3 e8e1 b1e1 f2e1 f3f1 e1f1
4r2k/pp4bp/2p3p1/8/4R3/3Q4/Pq1N1PP1/6K1 b - - 0 26,e8e4 d3d8 e4e8 d8e8 g7f8 e8f8
2k3r1/ppp2p1p/1b4r1/4Pq2/4p3/2P3P1/PP1Q1P1P/R2R2K1 b - - 1 20,f5e5 d2d7 c8b8 d7d8 g8d8 d1d8
8/1R5k/5K1p/6p1/6P1/7r/8/8 b - - 3 48,h7h8 f6g6 h3f3 b7b8 f3f8 b8f8
4r1k1/1pp1qppp/p2p4/3P4/4R3/1P3Q1P/1PP2RP1/6K1 b - - 0 20,e7e4 f3f7 g8h8 f7f8 e8f8 f2f8
8/2R3pp/8/2P5/5k2/7P/r1r5/4R1K1 b - - 1 41,g7g5 c7f7 f4g3 e1e3 g3h4 f7h7
2r2b1k/1R3Q1p/3p2pq/4p3/4P1p1/3B2P1/P4PKP/8 w - - 2 32,d3e2 h6h3 g2h1 c8c1 e2d1 c1d1
6k1/2p3p1/p1nb1r1p/1p1p1q2/4r3/1BP4P/PP2QPP1/R1B1R1K1 w - - 0 25,e2e4 f5f2 g1h1 f2f1 e1f1 f6f1
3r2k1/bp3ppp/p4n2/8/1P6/Pq2P2P/1B3PPK/2RN4 b - - 2 22,d8d1 c1c8 d1d8 c8d8 f6e8 d8e8
Q7/p4rk1/1b3q1p/6p1/3P4/2P5/3B2PP/4R1K1 w - - 2 37,a8e4 f6f2 g1h1 f2f1 e1f1 f7f1
6k1/p5pp/1qp1p3/4P3/3r2P1/1P3Q1P/P7/5R1K b - - 0 26,b6d8 f3f7 g8h8 f7f8 d8f8 f1f8
3r2k1/1p3ppp/p7/2pP4/P2qR3/7P/1P3QP1/5RK1 b - - 0 26,d4e4 f2f7 g8h8 f7f8 d8f8 f1f8
r6Q/1kp5/1p6/q2P3R/2PQ4/1P3P2/p1R2P2/1K6 w - - 0 41,b1a1 a5e1 d4d1 e1d1 c2c1 d1c1
5rk1/1p3r1p/p5p1/3Np1P1/8/P2P3Q/1P3q2/3K3R b - - 0 27,f2b2 d5f6 g8h8 h3h7 f7h7 h1h7
7b/2n2k2/1p1p2p1/p1pP4/P1P1pN2/1PB1PnN1/1Q3PK1/3q4 w - - 5 38,c3h8 d1g1 g2h3 g1h2 h3g4 h2h4
5rk1/3R1p1p/6pb/3p2q1/8/1NP2P2/PP3QPP/6K1 w - - 7 41,b3d4 g5c1 f2f1 h6e3 g1h1 c1f1
5rk1/p7/1p1Q1r1b/3p3q/N2P2p1/3B4/PPP5/1K3R2 w - - 0 35,f1f6 h5h1 d3f1 h1f1 f6f1 f8f1
2bQ4/p5pk/7p/5q2/1p4n1/4B1Q1/PP3PP1/6K1 w - - 0 35,d8d4 f5b1 e3c1 b1c1 d4d1 c1d1
r3k1nr/pppb1ppp/3p1q2/2b1p3/2Pn2P1/2N4P/PP1PPPB1/R1BQK1NR w KQkq - 7 9,g2b7 d4c2 d1c2 f6f2 e1d1 f2f1
3r2k1/p1p3pp/1p2p3/2n1P3/2P4P/5QP1/PPq5/5R1K b - - 4 23,c2b2 f3f7 g8h8 f7f8 d8f8 f1f8
4rrk1/p4pp1/2p5/2Qb3R/P1pB4/2P2P2/2q3PP/5RK1 b - - 0 20,e8e2 h5h8 g8h8 c5f8 h8h7 f8g7
2r3k1/3bq1p1/p3pbQp/3p4/1p1P4/2PB2R1/PP4PP/6K1 b - - 1 24,b4c3 g6h7 g8f7 d3g6 f7f8 h7h8
5r1k/p4q1p/1n5P/1p4Q1/1P1R1P2/2K5/2P5/8 b - - 3 42,f7f6 g5f6 f8f6 d4d8 f6f8 d8f8
3r2k1/1pq2p2/1bp4p/pn3Pp1/4Q3/1P4PP/PB3PB1/4R1K1 b - - 0 26,c7g3 e4e8 d8e8 e1e8 g8h7 e8h8
5r1k/6p1/1b3pPp/1p2p2R/p3P2Q/3P3P/1q4PK/8 b - - 1 39,a4a3 h5h6 g7h6 h4h6 h8g8 h6h7
4r1k1/Rp3ppp/8/3p1P2/2B3r1/1P5n/1P5P/5R1K w - - 0 25,c4d5 h3f2 f1f2 e8e1 f2f1 e1f1
8/3kR3/p1pP4/2B2p2/P4p2/1P4qp/6p1/6K1 b - - 5 43,d7d8 c5b6 d8c8 d6d7 c8b7 d7d8q
r5k1/1bR2ppp/8/2P1Np2/1P1P4/4B1P1/4nP1P/4R1K1 w - - 5 26,e1e2 a8a1 e3c1 a1c1 e2e1 c1e1
7k/8/p6p/1p1PRKp1/4P2p/1P3P2/6r1/3r4 b - - 1 46,d1f1 f5g6 f1f3 e5e8 f3f8 e8f8
b2r2k1/5ppp/P4n2/1P2q3/3p4/3B3P/Q5P1/5R1K b - - 3 31,f6h5 a2f7 g8h8 f7f8 d8f8 f1f8
2kr3r/p6q/1p2p3/2b1N3/1P2p1p1/6N1/P3QPP1/2R3K1 w - - 0 26,b4c5 h7h2 g1f1 h2h1 g3h1 h8h1
r5k1/ppp1RRr1/6p1/1q1P3p/3P4/2b2QP1/5PKP/8 b - - 0 29,c3d4 f7g7 d4g7 f3f7 g8h8 f7g7
2k2r1r/ppp4p/6p1/3BnqB1/8/P7/1PP3PP/RN1Q2K1 w - - 1 21,g5e7 f5f2 g1h1 f2f1 d1f1 f8f1
r1r5/Q7/5pkb/7p/5P2/7N/PPb3PP/K3R2R w - - 2 28,a7d4 a8a2 a1a2 c8a8 d4a4 a8a4
4r1k1/p4ppp/2pq2b1/2Np4/3Q2P1/1P2r2P/P4KB1/2RR4 w - - 0 25,d1e1 d6g3 f2f1 e3e1 c1e1 g3e1
2r4r/1p1k2p1/p3R1B1/3p2P1/5Nn1/5nP1/PP3P2/1K5R w - - 1 26,h1h8 f3d2 b1a1 c8c1 g6b1 c1b1
5k2/5R2/6pp/2pPb3/P7/6qP/6P1/5R1K b - - 0 32,f8e8 f7f8 e8d7 f1f7 d7d6 f8d8
6k1/6p1/1p5p/3pq3/1P2r3/P2Q4/6PP/4R2K w - - 2 41,e1e4 e5a1 e4e1 a1e1 d3f1 e1f1
1k6/pp3Q2/2p5/3r2P1/3q4/8/PPP2P2/2K4R w - - 0 30,g5g6 d4d2 c1b1 d2d1 h1d1 d5d1
6k1/pp3pp1/5q1p/2p2P1P/6Q1/P1P5/1r4P1/4R1K1 b - - 1 28,f6c3 e1e8 g8h7 g4g6 f7g6 f5g6
7k/4brR1/p3QP1p/4P3/8/8/P1q3PP/1r4RK w - - 1 35,e6f7 b1g1 h1g1 e7c5 g1f1 c2d1
3r2k1/5ppp/6b1/R2R4/6P1/7P/P1r3P1/6K1 b - - 0 30,d8d5 a5a8 c2c8 a8c8 d5d8 c8d8
4RQ2/4R1pk/6r1/1q1p4/3P4/p6P/5PP1/2r3K1 w - - 1 37,g1h2 c1h1 h2h1 b5f1 h1h2 f1g2
rn3k1r/1p3ppp/pq3n2/1Np5/3N4/BP6/P1P1QPPP/4R1K1 b - - 3 16,a6b5 e2e7 f8g8 e7e8 f6e8 e1e8
5kN1/1R3p1p/4b1pP/4P3/5P2/2P1n3/1KP3P1/3r4 b - - 2 36,f8g8 b7b8 e6c8 b8c8 d1d8 c8d8
5r1k/pp3qpp/4p3/8/1P1P4/P4Q1n/1B4PP/2R3K1 w - - 7 28,f3h3 f7f2 g1h1 f2f1 c1f1 f8f1
4r3/p5pp/kp2pq2/3p4/8/1P2R1Q1/P1r2PPP/2R3K1 w - - 0 28,c1c2 f6a1 c2c1 a1c1 e3e1 c1e1
5rk1/p4ppp/1p1Rp3/4n3/4q3/1P4PP/P4Q2/5RK1 b - - 0 30,e5d3 f2f7 f8f7 d6d8 f7f8 f1f8
r2kr3/p4Qp1/5n2/1P1p4/1Pp1q3/N1P2RPp/7P/5R1K w - - 10 30,f7b7 e4f3 f1f3 e8e1 f3f1 e1f1
6k1/1r6/3Qp1p1/p2b4/8/8/PPP1q3/1K5R b - - 2 37,e2g2 d6d8 g8g7 d8h8 g7f7 h1h7
2r5/5rkp/6q1/2pR4/6Q1/pP2P2P/K1P2P2/3R4 w - - 1 32,g4c8 g6c2 a2a3 f7a7 c8a6 a7a6
6rk/4bpqp/4p2R/p4pP1/2Br3P/1P1P1Q2/5P2/6RK b - - 0 36,g7e5 h6h7 h8h7 f3h5 h7g7 h5h6
1r4kq/p1p1R3/1p4p1/3P1p2/2P4Q/1P3B2/P4PPP/6K1 w - - 5 28,h4g3 h8a1 f3d1 a1d1 e7e1 d1e1
2B2rk1/pp3ppp/8/3n2P1/8/5Q2/q1P2RKP/8 b - - 0 24,f8c8 f3f7 g8h8 f7f8 c8f8 f2f8
4r3/p5bk/6p1/3Q4/5B2/5b2/PP3qPP/1R5K w - - 0 28,d5f3 e8e1 b1e1 f2e1 f3f1 e1f1
3rr1k1/p4ppp/2p5/1p4q1/4P3/1Q6/PPP4P/1K3R1R b - - 4 24,e8e4 b3f7 g8h8 f7f8 d8f8 f1f8
6k1/1p3rpp/1N3p2/1BPR4/4p3/6qP/1b4P1/5K2 b - - 0 31,e4e3 d5d8 f7f8 b5c4 g8h8 d8f8
5r2/pp3rk1/6n1/4p3/1P2R1Q1/6N1/P4qPP/4R1K1 w - - 1 40,g1h1 f2f1 g3f1 f7f1 e1f1 f8f1
5rk1/p4Rpp/8/1p6/2n4P/5B2/q5P1/4Q2K b - - 0 29,f8f7 e1e8 f7f8 f3d5 g8h8 e8f8
2r2rk1/pp3ppp/8/3Q4/8/4P1P1/PqP4P/3R1RK1 b - - 0 22,c8c2 d5f7 f8f7 d1d8 f7f8 f1f8
5bk1/5ppp/2Q1p3/2P5/P2q4/6P1/4r1BP/R3R2K w - - 0 25,e1e2 d4a1 e2e1 a1e1 g2f1 e1f1
2k5/p1p4p/1p4p1/4N3/4pr2/Q7/P1Pq1PPP/R5K1 w - - 2 29,a3a7 d2f2 g1h1 f2f1 a1f1 f4f1
2kr3r/1bp5/1p1p2p1/1Q1P2q1/4P3/2P3BP/R5P1/R5K1 b - - 2 24,g5g3 a2a8 b7a8 a1a8 c8b7 b5c6
7r/4qpp1/1QPN2n1/3pkP2/8/4P1p1/P5P1/5RK1 w - - 0 32,f5g6 h8h1 g1h1 e7h4 h1g1 h4h2
6k1/pp4p1/1n2K1Pp/4p2P/4r3/1Pr5/P2R4/3R4 b - - 0 36,e4f4 d2d8 f4f8 d8f8 g8f8 d1d8
r4k2/1p3ppp/p7/2qR4/8/P7/1P2QPPP/4R1K1 b - - 0 21,c5d5 e2e7 f8g8 e7e8 a8e8 e1e8
2r3k1/R4p1p/1p4p1/1Q1p4/1P1q4/P6P/5PP1/6K1 w - - 1 28,b5d7 c8c1 g1h2 d4f4 g2g3 f4f2
r2r2k1/5ppp/2p5/1p2P3/4q3/1Qp1PR2/P5PP/1R4K1 b - - 1 27,d8d2 b3f7 g8h8 f7f8 a8f8 f3f8
1k6/pp1b2qp/3p2p1/B2P4/4pP2/8/P1Q3PP/2b4K b - - 1 29,c1b2 c2c7 b8a8 c7d8 d7c8 d8c8
1r4k1/3Q1ppp/p3r3/8/4P3/5P1P/P1q3P1/2R2RK1 b - - 3 26,c2a2 c1c8 b8c8 d7c8 e6e8 c8e8
5r2/pr2R1pp/3k1n2/q2pN3/3n4/3B4/P4PPP/1Q4K1 w - - 0 24,b1b7 a5e1 d3f1 d4e2 g1h1 e1f1
r1bqkb1r/pp1p1p2/2n1p1Q1/3nP2p/3P4/2PB4/4NPPP/RNB1K2R b KQkq - 0 12,f7g6 d3g6 e8e7 c1g5 d5f6 g5f6
r2R2k1/pp4pp/1qp5/2n2Q2/8/7P/PPP3P1/5R1K b - - 0 22,a8d8 f5f7 g8h8 f7f8 d8f8 f1f8
2r1r2Q/1pk2pp1/p1nb3p/3p1BB1/3P2n1/P1N2N1q/1P3P2/2R1R1K1 w - - 10 25,e1e8 d6h2 f3h2 h3h2 g1f1 h2f2
2k3r1/ppp1n1rp/3q4/1P6/P2PQ3/4P3/5PP1/R1B2RK1 w - - 1 22,g2g3 g7g3 f2g3 d6g3 e4g2 g3g2
2kr1r2/1p2b2p/2p1Rp2/p5p1/3q4/6QP/PPP2PP1/2K1R3 w - - 2 22,e6e7 d4d2 c1b1 d2d1 e1d1 d8d1
8/P1N3k1/7p/3Q2p1/3Pp3/7b/4qPp1/R5K1 w - - 3 45,a7a8q e2f1 a1f1 g2f1q g1h2 f1g2
r1bq1brk/pp3p1p/1n1p1Pp1/4P3/5R1Q/2N5/PPp3PP/R1B4K b - - 1 21,d6e5 h4h7 h8h7 f4h4 f8h6 h4h6
2r3k1/Q4ppp/4p3/3pP3/1q6/8/6PP/5R1K b - - 1 29,b4c4 a7f7 g8h8 f7f8 c8f8 f1f8
7r/1b1P1kp1/p4p1r/1pp2P1q/8/2B3Q1/PPP2RPP/R6K w - - 1 28,d7d8q h5h2 g3h2 h6h2 h1g1 h2h1
r5k1/p3Qppp/2q5/2p5/1pP5/7P/P4PP1/3R2K1 b - - 3 26,a7a5 d1d8 a8d8 e7d8 c6e8 d8e8
r4rk1/p5p1/1p1bR3/1P1p1QBp/8/7P/1q3PP1/4R1K1 w - - 2 25,f5d5 b2f2 g1h1 f2f1 e1f1 f8f1
r1b1k2r/1p1Bppbp/p5p1/2q5/4P3/4PN2/2PQ2PP/1R1R2K1 b kq - 0 18,c8d7 d2d7 e8f8 d7d8 a8d8 d1d8
r4k2/1pR2bb1/8/3pPp2/3P3Q/6P1/1p3PK1/3q4 b - - 3 32,b2b1q h4e7 f8g8 e7f7 g8h8 f7g7
1r2k1r1/2p3p1/p2p1pNp/3Pp2P/q2n2P1/1pPPQP2/1P6/2K1R2R w - - 0 26,c3d4 a4a1 c1d2 a1b2 d2d1 b2c2
3R4/pr4kp/4b1p1/8/4P3/n1P5/1P2RPPP/6K1 w - - 0 34,b2a3 b7b1 d8d1 b1d1 e2e1 d1e1
8/1b2kpQ1/p2q3p/1p6/2pnB3/P1P4P/1P3PP1/6K1 w - - 0 32,e4b7 d4e2 g1h1 d6d1 h1h2 d1g1
4rr1k/pp4pp/2n1Bq2/8/3p4/PQ6/1P3PPP/R1B2RK1 w - - 3 17,e6d5 f6f2 f1f2 e8e1 f2f1 e1f1
5rk1/pp4bp/1q1pB1p1/4n1P1/3pPQ2/3P2P1/PP5P/5R1K b - - 9 30,g8h8 f4f8 g7f8 f1f8 h8g7 f8g8
4r1k1/2Q2ppp/3p4/4q3/2P5/5R2/1b2rPPP/5RK1 b - - 0 27,b2d4 c7f7 g8h8 f7f8 e8f8 f3f8
2kr3r/p4p2/5P1p/P1p2R1p/1p4n1/8/Q1P1qNPP/R6K w - - 6 28,f2g4 d8d1 a1d1 e2d1 f5f1 d1f1
8/pp1b1pk1/5Qp1/3p4/3p2P1/3P3P/q3r1r1/1R3R1K b - - 3 25,g7g8 f6f7 g8h8 f7f8 h8h7 f1f7
8/7k/6p1/2p1B2r/2PpR3/1P1P3P/1q3P1K/3Q4 w - - 4 45,e5d6 b2f2 h2h1 h5h3 d6h2 h3h2
r3k2r/ppq1npp1/4p2p/2B1P3/2P2P1P/3Q4/PP4P1/2KR3R b kq - 0 20,c7c5 d3d7 e8f8 d7d8 a8d8 d1d8
5r1k/6p1/7p/1Q6/8/4P3/P1q2PPP/3R2K1 w - - 1 30,b5b3 c2f2 g1h1 f2f1 d1f1 f8f1
2r2rk1/pp1b2pp/4pqp1/2P1R3/8/1P6/PB3PPP/2RQ2K1 w - - 1 20,d1d7 f6f2 g1h1 f2f1 c1f1 f8f1
5r1k/1Q4p1/6pp/3P4/7q/1B6/P5PP/4R1K1 w - - 1 30,e1d1 h4f2 g1h1 f2f1 d1f1 f8f1
8/5p2/pp4kp/2p3p1/4Q3/1q5P/6PK/8 b - - 5 46,g6h5 g2g4 h5h4 e4e1 b3g3 e1g3
Rk1r3r/1p1q2pp/1P6/1p1nn2b/8/2PP3P/4BPP1/3Q1RK1 b - - 1 23,b8a8 d1a1 a8b8 a1a7 b8c8 a7a8
2k5/ppp3q1/4p1r1/4P3/3P4/1PP2RPp/P3Q1nP/5K2 b - - 2 30,g7h7 f3f8 c8d7 e2b5 c7c6 b5b7
6k1/5npp/4p3/3pP1P1/2rP1Q1P/q4RK1/8/8 b - - 0 33,c4c3 f4f7 g8h8 f7e8 a3f8 e8f8
4r1k1/ppq2pp1/2pb3p/3p4/3P4/2PB1R1P/PPQ2PP1/R3r1K1 w - - 5 21,a1e1 e8e1 d3f1 d6h2 g1h1 e1f1
3r1r1k/pp6/2p5/4P1Q1/3Pb2N/4R3/P1q3PP/R5K1 w - - 1 29,e3h3 c2f2 g1h1 f2f1 a1f1 f8f1
8/1p4R1/p3R2p/6pk/P2p4/3n3P/6PK/2q5 b - - 0 39,d3f4 g2g4 h5h4 e6h6 f4h5 h6h5
2r3n1/7k/p2P3p/1p1pP3/3R1Br1/8/PP3Q1P/2q4K w - - 1 37,f4c1 c8c1 d4d1 c1d1 f2e1 d1e1
2r5/rp4b1/n1k2npp/4p1N1/8/BP6/P4PPP/2R2RK1 b - - 1 18,c6d7 f1d1 f6d5 d1d5 d7e8 c1c8
5rkB/7p/p5pP/1p6/8/q3P1K1/3Q4/7b b - - 1 28,g8h8 d2d4 f8f6 d4f6 h8g8 f6g7
5r1k/p5pp/2p5/8/4Q3/P7/1P1q2PP/R5K1 w - - 0 24,a1e1 d2f2 g1h1 f2f1 e1f1 f8f1
3r2k1/pp2qppp/5n2/8/2PBr3/6Q1/P4PPP/1R1R2K1 w - - 6 22,d4b2 d8d1 b1d1 e4e1 d1e1 e7e1
5k2/p1pB1ppp/3pb3/6q1/8/2P2Q2/r4PPP/4R1K1 b - - 1 23,e6d7 f3a8 d7c8 a8c8 g5d8 c8d8
r1r3k1/p3Qppp/8/2ppRb1q/5P2/8/PPP3P1/4R1K1 b - - 1 26,h5g4 e7e8 c8e8 e5e8 a8e8 e1e8
r3k2r/1Q2bpp1/2n1p2p/2P1qP2/3pB1P1/3P4/7P/5RK1 b k - 0 29,a8a2 e4c6 e8f8 b7c8 e7d8 c8d8
4r1k1/2p3pp/p1p5/2Q2p2/P7/8/P1Pq1PPP/R3NK2 w - - 2 24,c5c6 d2e2 f1g1 e2e1 a1e1 e8e1
1r3k2/p4p1p/2p1q1p1/5bP1/3P3P/1PP5/1K1Q4/R5R1 w - - 2 30,a1a2 e6b3 b2a1 b3b1 g1b1 b8b1
5bk1/p4ppp/1p5B/3B4/3P2Q1/4P2P/P4qPK/5r2 b - - 0 30,g8h8 h6g7 f8g7 g4c8 g7f8 c8f8
4nr2/p5p1/2p3kp/3p4/3q4/BP5Q/P1PP1PPP/R5K1 w - - 0 22,c2c3 d4f2 g1h1 f2f1 a1f1 f8f1
6k1/p2r1pqp/Qp1Bp1p1/3rP3/P2P1P2/1nP3P1/5R1P/6K1 b - - 7 37,b3c1 a6c8 d7d8 c8d8 g7f8 d8f8
3r2k1/pp3p1p/2p2qp1/4R3/1Q1P4/5PP1/P2r2P1/4R1K1 b - - 2 24,d2d4 e5e8 d8e8 e1e8 g8g7 b4f8
r4nQ1/1R6/3b3R/kp1p2N1/p2P4/5N2/PPB1q3/1K6 w - - 5 38,g8d5 e2f1 f3e1 f1e1 c2d1 e1d1
k2r4/1b6/p7/7p/7P/1Q4P1/PPP2P2/4R1K1 w - - 0 32,e1e7 d8d1 e7e1 d1e1 g1h2 e1h1
5r1k/6b1/6B1/4q1p1/1p3p2/1P3Q1P/2P2PK1/8 b - - 0 44,e5f6 f3h5 g7h6 h5h6 h8g8 h6h7
k5r1/p4R1p/4p3/1R6/2B2p1N/r2P1bP1/2P2P2/6K1 w - - 0 31,f7f4 a3a1 b5b1 a1b1 g1h2 b1h1
Q7/k1p5/2Bp1p2/ppnPpPp1/6P1/2P2P1K/3q4/8 b - - 1 53,a7b6 a8b8 c5b7 b8b7 b6c5 b7b5
r1b4k/ppr3nP/2q1p3/3p4/3Q4/8/PP3P2/1K1R1BNR w - - 1 24,g1f3 c6c2 b1a1 c2c1 d1c1 c7c1
r6k/p5p1/1n1p2qp/8/3P4/1QP1Br1b/PP3RNP/5RK1 b - - 1 26,f3e3 f2f8 a8f8 f1f8 h8h7 b3g8
3rk3/ppR1br1p/4Q1p1/2B5/7q/1P2P3/P4PPP/2R3K1 w - - 6 21,c7c8 h4f2 g1h1 f2f1 c1f1 f7f1
2r1r2k/1Q5p/p5p1/2R2p2/2p3nP/2P3P1/PP2pPB1/6K1 w - - 0 35,c5c8 e2e1q g2f1 e1f2 g1h1 f2f1
5r1k/6pp/6p1/1p1B4/3q4/P1r5/2Q2PPP/2R3K1 w - - 0 30,c2c3 d4f2 g1h1 f2f1 c1f1 f8f1
4r3/R3P1kp/6p1/1N4n1/2p3P1/2Pn1r2/PP3P1K/5R2 w - - 1 28,b5d6 f3h3 h2g1 g5f3 g1g2 d3f4
rnr3k1/1b3ppp/1qp1p3/pP6/3P1B2/1B1NP3/2Q1KPPP/2R5 b - - 0 18,c6b5 c2c8 b7c8 c1c8 b6d8 c8d8
6kr/2b2p2/5Pp1/pp2P1N1/1n1p4/3P3r/3R2Q1/2qBKR2 b - - 8 35,h3d3 g2a8 c7b8 a8b8 c1c8 b8c8
2k3r1/p5r1/Q1p5/2Pp1p1p/P2PpPq1/4P1Pp/5K1R/6R1 b - - 1 30,c8b8 g1b1 b8a8 a6c6 g7b7 c6b7
3r2k1/2Q2ppp/4p3/8/1p2b3/4q3/1P4PP/2N2R1K b - - 1 26,e3d2 c7f7 g8h8 f7f8 d8f8 f1f8
3q2k1/Q5pp/2p3P1/3p4/8/P5bP/1r1B2P1/5R1K b - - 0 25,b2d2 a7f7 g8h8 f7f8 d8f8 f1f8
5nk1/4nppp/4p3/pq1pP1NQ/1p1P4/8/PP3PPP/2rBK3 b - - 4 27,b4b3 h5f7 g8h8 f7f8 e7g8 g5f7
r5k1/ppq3r1/3b2NQ/3p1R2/3pn3/P1P3P1/1P5P/5RK1 b - - 1 28,g7h7 f5f8 d6f8 f1f8 a8f8 h6f8
1r1qr1k1/3n1pp1/p2p1bn1/2pP4/1p6/4BP2/PPP4Q/1K2RBNR b - - 3 21,d8e7 h2h7 g8f8 h7h8 g6h8 h1h8
5k2/5p2/1p1r3P/8/1P1p2Q1/P4pP1/5q2/6RK w - - 1 42,h6h7 d6h6 g4h4 h6h4 g3h4 f2h4
4r1k1/p4p2/5Bpp/2p5/2P1Q3/P4P2/1PKR2PP/6q1 b - - 3 27,e8e4 d2d8 e4e8 d8e8 g8h7 e8h8
rn2r1k1/pp4p1/2p3Q1/8/3qp2P/8/P1B2P2/2K3R1 b - - 0 27,b8a6 c2b3 e8e6 b3e6 g8h8 g6h5
3r2k1/ppp3pp/1bn5/5Qp1/q7/1NP4P/PP4P1/4R2K b - - 2 22,a4a2 f5e6 g8h8 e6e8 d8e8 e1e8
6rk/1p3qpp/p1p2p2/2P5/1P1r1P1Q/P5R1/5P1P/6RK b - - 1 30,d4d2 h4h7 h8h7 g3h3 f7h5 h3h5
