FEN,Movimientos
8/1R4R1/p2p4/k1pP4/P6P/1P1B4/2P1n3/1K2q3 w - - 3 43,b1b2 e1c1 b2a2 e2c3
r4rk1/1pqb1ppp/p2b1n2/2pPp3/4N3/3Q1N1P/PPB2PP1/1R2R1K1 b - - 3 19,c5c4 e4f6 g7f6 d3h7
1Q6/p4pkp/2p1p1p1/8/P7/4q1P1/3r2BP/2R2K2 w - - 2 32,b8f4 e3e2 f1g1 e2g2
r1b2b1r/ppq1kBp1/1npp2P1/8/4P1n1/1QN5/PPP3PP/R1B1K2R b KQ - 0 13,g4e5 c1g5 e7d7 b3e6
2r3k1/1pp1Rppp/1p1p1n2/5r2/3P4/P1P2P2/1P3PK1/4R3 b - - 7 26,f6d5 e7e8 c8e8 e1e8
5R2/r7/6k1/6p1/5p2/5P2/6PK/8 w - - 6 46,h2h3 a7h7 h3g4 h7h4
5b1k/p1p3pp/4Q3/3P4/5B2/3p4/PPq1B1PP/n3KR2 w - - 3 25,e2d3 f8b4 f4d2 c2d2
2kr2nr/ppp2ppp/3b4/4n3/4P2q/2N1BP2/PPP1QPBP/R4RK1 w - - 10 12,a1d1 e5f3 g2f3 h4h2
5r1k/5rp1/5bRR/p1p1p3/P1P1PQ2/1q5P/6P1/6K1 b - - 0 42,g7h6 f4h6 f7h7 h6f8
5r1k/pp5B/4p3/3p4/5q2/2P3R1/P1Q3PP/6K1 w - - 1 27,c2e2 f4c1 e2d1 c1d1
r5k1/p4ppp/3R4/8/8/P4P2/r5PP/3R2K1 b - - 0 23,a2a3 d6d8 a8d8 d1d8
5rk1/p2P1ppq/8/2Q2P2/2P5/1P3r2/P1KR4/8 b - - 0 36,f3f5 c5f8 g8f8 d7d8q
7k/p4Qpp/1p6/4P3/3P4/4qr2/PP5P/R1R4K b - - 0 28,f3f7 c1c8 f7f8 c8f8
1nkb1r2/Q1p5/1p3Rp1/4p1B1/2R1P3/2P5/P3NqBr/7K w - - 0 28,h1h2 f8h8 g5h6 h8h6
5r2/6pk/p2pQ3/4p1RP/4P2q/8/1KP5/5rR1 b - - 6 36,f1g1 e6g6 h7h8 g6g7
5k2/6p1/pN2R3/P4p1p/3r4/3n1PK1/P5PP/8 w - - 0 36,e6c6 h5h4 g3h3 d3f2
8/pp5p/8/5q2/2p5/6Pk/PPPBQ2P/7K w - - 1 32,e2c4 f5f3 h1g1 f3g2
r1b1k2r/ppppbppp/3q4/3P4/4N3/8/PPP1Q1PP/RN2R1K1 b kq - 7 15,d6d5 e4f6 g7f6 e2e7
3r4/4k3/1p3ppp/p1n5/P1R3P1/4pP2/3rN1PB/2R2K2 w - - 4 42,h2f4 d2d1 c1d1 d8d1
1q4k1/r1nQ2pp/5p2/3B4/3P4/1P6/5P2/4R2K b - - 4 30,c7d5 e1e8 b8e8 d7e8
7k/p5p1/3p4/3B2r1/3bPR2/5K2/P7/8 b - - 2 36,d4e5 f4h4 g5h5 h4h5
r5k1/1b1R1ppp/4pq2/7Q/p3P3/6N1/P1r2PPP/3R2K1 w - - 3 29,d7b7 f6f2 g1h1 f2g2
5r1k/6p1/7p/2pB4/8/2Pbq3/PQ4PP/2R4K w - - 4 27,c1g1 e3g1 h1g1 f8f1
6k1/ppp2r1p/7r/2Q3p1/2Nn3P/1P1P1pP1/P3Pq2/2R3RK w - - 0 27,c1f1 h6h4 g3h4 f2h4
5rk1/ppNPR1pp/8/2p2p2/2q5/8/PP3r1P/1K1R4 w - - 0 25,d7d8q c4c2 b1a1 c2b2
8/pb1nQN1k/1p4p1/3p4/3P1q2/7r/PPP1BP2/R5K1 w - - 4 31,e7d7 f4h2 g1f1 h2h1
5rk1/6pp/8/6QP/3Bp1P1/2P1Pr1K/q7/5R2 w - - 3 35,f1f3 f8f3 h3h4 a2f2
5rk1/1B3p1p/3Np1p1/4b2q/8/1Q2B3/P3RPPP/6K1 w - - 2 27,b3d3 h5h2 g1f1 h2h1
5r1k/p4N2/2p1RPQp/5n2/1P5P/8/5qPK/8 b - - 2 35,f8f7 e6e8 f7f8 e8f8
br3rk1/p1pN1ppp/8/2p5/6Q1/1P1Bq1PP/1PP4K/R5R1 w - - 0 21,d7f8 e3f2 g1g2 f2g2
